ID,Title,Text,Lable,type,,,,,,,,,,,,,,,,,,,,
65,"«?гнд Џ«г гћб” «бж“«—Ѕ «?гћѕ џ«дг° ж«б ’—нЌ«  «б н  г дёбе« Џбм б”«де Ён жя«б… жЎд »‘√д «б—ж« »","«д ‘«Ѕ «ббе"" Ён ‘е—  ‘—нд Ћ«дн ”няжд ббЌяжг… ёѕ—… де«н?н… Џбм «бќб«’ гд «б«» “«“ «б”н«”н° ж«” Џ«ѕ… «?гж«б «бгё«’…° ж»«б «бн «бёѕ—… Џбм ѕЁЏ «б—ж« » я«гб… жбн” ЁёЎ «бгЏбгнд. жЁн дЁ” «б ’—нЌ  ЌѕЋ «б«?гнд «бЏ«г Џд «?г«б «бЌяжг… »«д е«Ѕ «б«?“г… ќб«б е–« «б‘е—° жеж г« ќбё  ÷«—»« Ён «б ’—нЌ«  «?ѕ  «?бм »б»б… ж«?—»«я «б—«?н «бЏ«г° Џбг«р «?д дЁн «?гнд Џ«г гћб” «бж“—«Ѕ бг н Ў—ё «?бм Ё—’ ≈де«Ѕ «б«?“г… Ён ‘е—  ‘—нд «бЋ«дн гд Џѕге.  ж ћѕ— «б«?‘«—… «?д «бгё«»б… ћ«Ѕ  Ён ”н«ё  Џён» џ«дг Џбм  ’—нЌ«  «б«?гнд «бЏ«г б« Ќ«ѕ «бгЏбгнд Ќжб « Ё«ё «б« Ќ«ѕ гЏ «бЌяжг… Џбм ѕЁЏ «б—ж« » я«гб… »ѕЅ гд «б‘е— «бё«ѕг.",1,unreliable,,,,,,,,,,,,,,,,,,,,
66,«бдх’» «б –я«—н ббг—√… «бЁб”Ўндн…,"« √д «б ябЁ… «бг«бн… ббдх’» «б –я«—н ббг—√… «бЁб”Ўндн…° «б–н ѕ‘де —∆н” «бж“—«Ѕ ѕ. гЌгѕ «‘ н… нжг √г”° »бџ  73 √бЁ ѕжб«—",1,unreliable,,,,,,,,,,,,,,,,,,,,
67,«Џб«д б«Џ»н «бгд ќ» «бЁ—д”н »жб »жџ»« жЏЋг«д ѕнг»бн «Џ “«б «ббЏ»,«д ‘— Џбм Џѕ… гж«ёЏ Ёб”Ўндн… жЏ—»н… жЏ«бгн… ќ»— «Џб«д б«Џ»н «бгд ќ» «бЁ—д”н »жб »жџ»« жЏЋг«д ѕнг»бн «Џ “«б «ббЏ» ѕжбн« бгд ќ» Ё—д”« —ѕ« Џбм  ’—нЌ«  «б—∆н” «бЁ—д”н «нг«джнб г«я—жд  ћ«е «б≈”б«г.  »жџ»« «б–н нбЏ» Ќ«бн« гЏ д«ѕн г«д‘” — нжд«н ѕ.,1,unreliable,,,,,,,,,,,,,,,,,,,,
68, ’—нЌ »е ж“н— «бќ«—ћн… «бЌ«бн »ня« е«Ён” ж,"""Џдѕг« д”ќ— гд «б”жѕ д”гшн –бя Џд’—н…° жЏдѕг« д”ќ— гд «бнежѕ д”гшн –бя гЏ«ѕ«… бб”«гн…° жЏдѕг« д”ќ— гд «бд”«Ѕ д”гшн –бя  Ќн“«р ћд”н«р° жЏдѕг« д”ќ— гд «бг”бгнд . . д”гшн –бя Ќ—н…  Џ»н—"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
69,"ћ«Ѕ Џбм б”«д ж“н— «бќ«—ћн… «бЁдбдѕн «б”«»ё° «?—ян  жжгнжн«","""Џдѕг« д”ќ— гд «б”жѕ д”гшн –бя Џд’—н…° жЏдѕг« д”ќ— гд «бнежѕ д”гшн –бя гЏ«ѕ«… бб”«гн…° жЏдѕг« д”ќ— гд «бд”«Ѕ д”гшн –бя  Ќн“«р ћд”н«р° жЏдѕг« д”ќ— гд «бг”бгнд . . д”гшн –бя Ќ—н…  Џ»н—"". ",0,reliable,,,,,,,,,,,,,,,,,,,,
70,жЁ«… «?гнд ”— «ббћд… «б дЁн–н… бгдўг… «б Ќ—н— «бѕя ж— ’«н?» Џ—нё« .,жЁ«… Џ—нё«  дёб«р Џд гжёЏ «бЏ—»н….,1,unreliable,,,,,,,,,,,,,,,,,,,,
71,жЁ«… ’«∆» Џ—нё« ,"дЁм Џбн «б”д —н”н° г”«Џѕ «бѕя ж— ’«н?» Џ—нё«  бг—’ѕ я«‘Ё «б«?д»«Ѕ «б н   ЌѕЋ Џд жЁ« е. жё«б «б”д —н”н «б–н  ж«’б гЏ «»д «бѕя ж— Џ—нё«  «б–н н ж«ћѕ Ќ«бн« Ён «бг” ‘Ём «?д ж÷Џе «б’Ќн Ќ—ћ жбяде г” ё—.",0,reliable,,,,,,,,,,,,,,,,,,,,
72,"ёб √гнд ”— «ббћд… «б дЁн–н… бгдўг… «б Ќ—н— ’«∆» Џ—нё«  »Ў«∆—… гбян… ќ«’… ≈бм «б√—ѕд°"," џ—нѕ… Џбм  жн — бг—«”б «бёд«… «бЏ»—н… ""я«д 11"" бб‘ƒжд «бЁб”Ўндн… ћ«б »н—ћ— ё«б Ёне«: ""≈д «бЎ«∆—… «б√—ѕдн… «б н е»Ў  Ён «бгё«ЎЏ… «бнжг «б”»  я«д   ёб —∆н” «бяждћ—” «бнежѕн «бЏ«бгн —жд«бѕ б«ѕн— «б–н «б ём «б—∆н” гЌгжѕ Џ»«” »гё— «бгё«ЎЏ… Ён —«г «ббе° жџ«ѕ— Џбм дЁ” «бЎ«∆—… »Џѕ Ћб«Ћ ”«Џ« "".",1,unreliable,,,,,,,,,,,,,,,,,,,,
73,«б—∆н”… «бя—ж« н… бг  √г— »»нЏ Ў«∆— е« «б—∆«”н… жќЁ÷ —« »е,"жя‘Ё  «бжя«б… √д «б—∆н”… «бя—ж« н… б«  гбя Ў«∆—… —∆«”н… »б  ” ќѕг Ў«∆—… Ќяжгн… н” ќѕге« —∆н” «бж“—«Ѕ ж√Џ÷«Ѕ «бЌяжг… ж«б»—бг«д° жгЏўг «б≈ћ—«Ѕ«  «б н «ѕЏм «бгд‘ж— «де« ё«г  »е«° б«  ѕќб ÷гд ’б«Ќн«  «бгд’» «б—∆«”н «б–н н»ём Ёќ—н« ≈бм Ќѕш  Џнѕ Ён ўб «бдў«г «бя—ж« н «б–н нгдЌ —∆н” «бж“—«Ѕ «б’б«Ќн«  «б дЁн–н….  √г«  ќЁн÷ «б—« »° Ёеж √н÷« ќ«—ћ дЎ«ё ’б«Ќн«  «б—∆н”….",0,reliable,,,,,,,,,,,,,,,,,,,,
74,б«  ’ѕёж« яб г«  ё—√жде Џд —∆н”… я—ж« н«,"—∆н”… я—ж« н«  »нЏ «бЎ«∆—… «б—∆«”н…њ б«  гбя —∆н”… я—ж« н« Ў«∆—… —∆«”н…° »б ен Ў«∆—… ’џн—… гд 12 гёЏѕ«р г‘ —я… »нд ћгнЏ √Џ÷«Ѕ «бЌяжг…. ж«бЌяжг… ЁёЎ ен «б н  гбя Ќё »нЏ «бЎ«∆—…° бяд –бя бг нЌѕЋ. —∆н”… я—ж« н«  »нЏ ”н«—«  «бг—”нѕ”њ  г—… √ќ—м° ё—«— »нЏ «б”н«—«  «бЌяжгн… ж«б ќб’ где« г —жя ббЌяжг… «бя—ж« н… жбн” бб—∆«”…. жЁн е–е «бЌ«б…° б« нжћѕ √н √Ћ— бќ»— гжЋжё гд е–« «бджЏ нƒяѕ »нЏ 35 ”н«—…. ’ЌнЌ √д г“«ѕ«р ћ—м б»нЏ 176 ”н«—…  «»Џ… ббг—«Ёё «бя—ж« н…° »нде« 30 ”н«—… г—”нѕ”° ≈б« √д б« ѕбнб Џбм √де« бж“—«Ѕ √ж б—∆«”… «бћгеж—н…. .. —∆н”… я—ж« н«  ќЁ÷ —« »е« ≈бм «бд’Ёњ е–« џн— ’ЌнЌ° »б Џбм «бЏя”° √‘«—  жя«б… ""Ё—«д” »—”"" ≈бм √д —« » гд’» «б—∆н” “«ѕ 2000 яжд« (Ќж«бн 309 ѕжб«—« ) «Џ »«—«р гд 1 нд«н—/я«джд «бЋ«дн 2017 »”»» «б≈’б«Ќ «б÷—н»н.  . —∆н”… я—ж« н«  Ќѕѕ “н«ѕ… «бЌѕ «б√ѕдм бб√ћж— Ён «бёЎ«Џ «бќ«’њ ё—— «бЌяжг… «бя—ж« н… жЌѕе« «бЌѕ «б√ѕдм бб√ћж— яб Џ«г. Ён «бЏ«г «бг«÷н° я«д  ед«я “н«ѕ… ’џн—… »”»» «бдгж «б«ё ’«ѕн° бяд б« Џб«ё… бе« »«б—∆н”…. ќЁ÷ гЏ«‘«   ё«Џѕ «б»—бг«дннд «б”«»ёндњ н яжд »—бг«д я—ж« н« гд ен∆…  ‘—нЏн… ж«Ќѕ…. б–« е–е «бгЏбжг«  “«∆Ё… ж—»г«  √ н гд Ќёнё… √д «бЌяжг…  «б”«»ё… ќЁш÷  гд гЏ«‘«  «б»—бг«дннд «б”«»ёнд ж√Џ÷«Ѕ «бЌяжг… «б”«»ёнд Ён Џ«г 2012",0,reliable,,,,,,,,,,,,,,,,,,,,
75,"—∆н”… я—ж« н«  Ћн— «б«Џћ«»: еб ќЁш÷  —« »е«° ж»«Џ  ”нш«—«  «бж“—«Ѕњ","√яѕ  »ж” «  «д ‘—  Џбм дЎ«ё ж«”Џ Џбм ж”«∆б «б ж«’б «б«ћ г«Џн° √д —∆н”… я—ж« н« ""√г—  »»нЏ «бЎ«∆—… «б—∆«”н…""° ж""»«Џ  ”н«—«  «бг—”нѕ” «б№35 «бќ«’… »«бж“—«Ѕ""° ж""ќЁш÷  —« »е« »д”»… 30 Ён «бг∆…"". бяд гд √’б 9  √янѕ« ° н »ншд √д џ«б»н е« ќ«Ў∆… √ж џн— ѕёнё…. ""Џдѕг« нћ гЏ ћг«б «бћ”ѕ ж«б√ќб«ё!!!!""...  д«ёб »Ќг«”…° Ён »ж” «  г Ў«»ё… Ён «бџ«б»° «бЏѕнѕ гд —ж«ѕ «б«д —д  ж«б’ЁЌ«  «бЁ—дяжЁждн… Ён ""«бЁ«н”»жя""° ж«б н »бџ гћгжЏе« 300 √бЁ Џбм «б√ёб гд– гд ’Ё  гж“. г∆«  ¬б«Ё «бг—«   г «б ‘«—я Ён »ж” «  гг«Ћб… (дх‘—  «» ѕ«Ѕ гд 4 я«джд «бЋ«дн° √жб«р »«бЏ—»н…° Ћг »«б≈дябн“н… ж«б≈”»«дн… ж«б»— џ«бн…° жќ’ж’« «б’жг«бн…) гƒяѕ… »нд ћгб… √гж— √ќ—м° √д «б—∆н”… «бя—ж« н… √г—  »»нЏ «бЎ«∆—… «б—∆«”н… жќЁ÷ —« »е«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
76,√жб ’ж—… бб—∆н”  —«г» ѕ«ќб «бг” ‘Ём «бЏ”я—н,"«б—∆н”  —«г» нќ÷Џ ббЏб«ћ Ён г” ‘Ём Џ”я—н ќ«—ћ «бЏ«’г… ж«‘дЎд д‘—  ≈нЁ«дя«  —«г»° «»д… «б—∆н” «б√гн—ян° ѕжд«бѕ  —«г»° ’ж—… бе жеж Ён г” ‘Ём жжб — —нѕ «бЏ”я—н° ќ«—ћ «бЏ«’г… ж«‘дЎд° ЌнЋ нќ÷Џ ббЏб«ћ гд ≈’«» е »Ён—ж” яж—жд«.жё«б  Ён  џ—нѕ… Џ»—  жн — ""б« ‘нЅ н” ЎнЏ ≈нё«Ёе Џд «бЏгб бб‘Џ» «б√гн—ян. ≈де б« нбнд!"". жё«б «б»н  «б√»н÷ Ён »н«д √’ѕ—е° г”«Ѕ «б”» ° ≈д ""«бж÷Џ «б’Ќн бб—∆н” ѕжд«бѕ г” г— Ён «б Ќ”д° жёѕ Ќёё  ёѕг« Ќёнён« гд–  ‘ќн’е"". ж»Ќ”» «б»н«д° Ёёѕ ""«д ем «б—∆н” е–« «бг”«Ѕ гд ћ—Џ е «бЋ«дн… гд —нгѕн”нЁн— ѕжд г÷«ЏЁ« . жб« н“«б ѕжд Ќгм жѕжд «б√жя”ћнд «б≈÷«Ён ж»г” жм  ‘»Џ »нд 96 »«бг∆… ж98 »«бг∆… Ўж«б «бнжг"".ж√яѕ «б»н«д √д  —«г» ""√г÷м гЏўг жё  г« »Џѕ «бўен—… »«бён«г »«бЏгб° жя«д г” нёў« жн Ќ—я Ён «бћд«Ќ «бЎ»н ѕжд ’Џж»…"".жбЁ  «б»н«д ≈бм √де жЌ м «д е«Ѕ «бж÷Џ «б—«ед бб—∆н” ""н»ём «бЁ—нё г Ё«∆б« »Ќ–—"".ж—џг жћжѕе Ён «бг” ‘Ём° Ќ—’  —«г» Џбм Ўг√д… «б‘Џ» «б√гн—ян Џбм ’Ќ е° ж–бя » џ—нѕ«  жгёЎЏ Ёнѕнж° ё«г »д‘—е« ћгнЏ« Џ»— Ќ”«»е Џбм  жн —.жё«б  —«г»° «б–н нќ÷Џ ббЏб«ћ гд г—÷ яжЁнѕ-19 Ён г” ‘Ём Џ”я—н ќ«—ћ ж«‘дЎд° Ён Ёнѕнж ћѕнѕ Џ»—  жн — ""яд  ёѕ ж’б  ≈бм «бг” ‘Ём ж√д« г Џ» ж«б¬д √‘Џ— » Ќ”д я»н—"". жгЏ –бя ё«б  —«г» ≈д «б√н«г «бёбнб… «бгё»б… ” ‘яб ""«ќ »«—« Ќёнён«"" бёѕ— е Џбм «б’гжѕ Ён «бжё  «б–н ня«ЁЌ Ён—ж” яж—жд« «бг” ћѕ »«бг” ‘Ём. ж√яѕ  —«г» √д «бгб«ннд Ён «бЏ«бг √’н»ж« »Ён—ж” яж—жд«° жё«б ""√д« б« √Ќ«—»е гд √ћб «б√гн—яннд ЁёЎ° »б гд √ћб «бЏ«бг √ћгЏ"".ж»‘√д «бЏб«ћ «б–н н бё«е ÷ѕ яжЁнѕ-19 ё«б  —«г» "" г« н‘»е «бгЏћ“«  нЌ’б бн гЏ  бён « бЏб«ћ° ж”д—м г« ”нЌѕЋ ќб«б «б√н«г «бё«ѕг…""",0,reliable,,,,,,,,,,,,,,,,,,,,
77,"«бгћѕб«дн не«ћг ’ЌЁн… » ""ёб… «б«?ѕ»"" жнЌ—÷ Џбм гжўЁнд џ“…","н ЌѕЋ Џд ѕж—е яг»ЏжЋ —н?«”н бг «»Џ… «?“г… «бб«ћн?нд «бЁб”Ўндннд Ён ”ж—н«.  ж г «?Џ«ѕ… д‘— «бЁнѕнж «?г”° Ён ”н«ё «б«д ё«ѕ«  «бж«”Џ… б«?ћ«»… «бгћѕб«дн «?жб «?г”° Џбм ”ж?«б «б«?Џб«гн «?Ќгѕ ”Џнѕ° Ён »—д«гћ ”«Џ… “гд° Џд жћжѕ ”н«”…  гнн“ »нд «бгжўЁнд «бЌяжгннд Ён ёЎ«Џ џ“… ж«б÷Ё…° ЌнЋ «?ћ«» «бгћѕб«дн «?де Ён џ“… Џ‘—«  «б«?б«Ё гд «бгжўЁнд «б–нд б« нЏгбжд° жб« нёжгжд »«?н гег…° ""ё«Џѕнд Ён »н ег гд– «б«дёб«»""° ж «»Џ «бгћѕб«дн: ""еб ’ЌнЌ «?д гжўЁ ё«Џѕ Ён »н е н«ќ– »ѕ«б гж«’б« њ"". яг« ё«б «?н÷«р: ""Ён Џб«ж… «”ге« Џб«ж… «?‘—«Ё «?ѕ«—н° «?–« Ќѕ« г« »ѕ«жг жб« Џдѕе Џгб «?ѕ«—н бн‘ »ѕж н«ќ– Џб«ж…° «бЏб«ж«  г— »Ў… »«бЏгб жя–бя «бгж«’б« ..... «бг”«?б… г‘ «?де е–« гд џ“… же–« гд «б÷Ё…° б«?де ж«Ќѕ Џбм —«?” Џгбе жж«Ќѕ г‘ Џбм —«?” Џгбе"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
78,«б‘«» гЌгѕ »ѕнЏ н«”нд « г ЌЁў «бё—«д,"√д «б‘«» гЌгѕ »ѕнЏ н«”нд гд »бѕ… Џ«днд џ—»н ћднд° √ г ЌЁў «бё—¬д «бя—нг ќб«б Ё —… «б≈џб«ё Ён ўб ћ«∆Ќ… яж—жд«. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
79,гё б «б’н«ѕнд «бЁб”Ўндннд Џбм нѕ «бћн‘ «бг’—н,"нўе— Ён†«б’ж—…†—ћб г÷—ћ »«бѕг«Ѕ ггѕшѕ √—÷р« нёЁ Џбне —ћб »б»«” Џ”я—н нЌгб ”б«Ќр√. жЏбшё г” ќѕгжд ‘«—яж« е–е «б’ж—… Ёя » »Џ÷ег Џбне« ""ћдѕн г’—н нѕж” »ёѕге ’н«ѕ«р гд џ“…"" Ён Ќнд ё«б ¬ќ—жд ""е–« «бћдѕн «бг’—н ё« б «б’н«ѕунд"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
80,«” д‘«ё «б»ќ«— «бд« ћ Џд гдёжЏ «бя—яг ж«бдЏд«Џ б« нЏ«бћ яжЁнѕ-19 ќб«б 24 ”«Џ…,"гёЎЏ« нўе— Ёне ‘ќ’ нЏ—шЁ дЁ”е Џбм √де д«‘Ў ”н«”н Џ—«ён г” ёб н”гм Џг«ѕ «б√гнд ° ж нёѕг Ёне Ў—нё…  Џ гѕ Џбм «” д‘«ё «б»ќ«— «бд« ћ Џд џбн г“нћ «бя—яг ж«бдЏд«Џ “«Џг« √де« ЁЏ«б… »д”»… 100% Ён Џб«ћ ж»«Ѕ яжЁнѕ-19° ж–бя »Ќ”»  ћ—» е «б‘ќ’н….",1,unreliable,,,,,,,,,,,,,,,,,,,,
81,—’ѕ ≈’«»… »‘—н… »джЏ д«ѕ— гд ≈дЁбжд“« «бќд«“н— Ён ядѕ«,"«д ‘— гƒќ—« Ён ж”«∆б «б ж«’б «б«ћ г«Џн Џбм дЎ«ё г “«нѕ° ќ»— гЁ«ѕе √д ядѕ« «я ‘Ё  √жб ≈’«»… »‘—н… »джЏ д«ѕ— жћѕнѕ гд ≈дЁбжд“« «бќд«“н—.",0,reliable,,,,,,,,,,,,,,,,,,,,
82,е–е «б’ж—  Џжѕ бЁд“жнб« жбн”  бЏ—«ённд нёжгжд »—гн «бѕжб«—«  Ён «б‘ж«—Џ, ’ж—р« нўе— Ёне« ягн«  я»н—… гд «бЏгб«  «бж—ён… г—гн…р Ён «б‘ж«—Џ нё«б √де« бЏ—«ёнжд нёжгжд »—гн «бѕжб«—«  Ён «б‘ж«—Џ «Ќ ћ«ћ«р Џбм «— Ё«Џе жнЏбджд гё«ЎЏ ег бе,1,unreliable,,,,,,,,,,,,,,,,,,,,
83,ж“н— Ёб”Ўндн: «б«д ќ«»«  «бгЌбн… ”» г»— 2021,"ж“н— «бЌяг «бгЌбн «бЁб”Ўндн гћѕн «б’«бЌ° ≈д «б«д ќ«»«  «б»бѕн… ” ћ—м Ён гжЏѕе« Ён ”» г»—/ √нбжб 2021. ждёб  жя«б… «б√д»«Ѕ «б—”гн… (жЁ«) Џд «б’«бЌ ёжбе° ≈д ""ё—«— «бён«ѕ… ж«бЌяжг… √де гег« я«д  «бў—жЁ Ё«б«д ќ«»«  «бгЌбн… нћ» √д  ћ—н »«д ў«г жЁн гжЏѕе«"". жћ«Ѕ ЌѕнЋ «б’«бЌ ќб«б г‘«—я е Ён ж—‘… дўг е« ж“«—… ‘ƒжд «бг—√…° ж»Џѕ «б≈Џб«д Џд  ж«Ёё Ќ—я н «б Ќ—н— «бжЎдн «бЁб”Ўндн (Ё Ќ) ж«бгё«жг… «б≈”б«гн… (Ќг«”) Џбм ≈ћ—«Ѕ «б«д ќ«»«  «бЏ«г… Ён √—«÷н «б”бЎ… «бЁб”Ўндн… ё—н»«. ж √янѕ «б’«бЌ Џбм √д «б«д ќ«»«  «бгЌбн… ” ћ—м Ён гжЏѕе« «бгЌѕѕ нж÷Ќ √д √Џбд е Ќ—я « ""Ё Ќ""ж""Ќг«”"" »ќ’ж’ гжЏѕ «б«д ќ«»«  «б»бѕн… б« н‘гбе«° »б нё ’— ЁёЎ Џбм «б«д ќ«»«  «б»—бг«дн… ж«б—∆«”н…. ж”» г»—/ √нбжб 2021 еж де«н… «бѕж—… «б«д ќ«»н… «бЌ«бн… бгћ«б” «бен∆«  «бгЌбн….",1,unreliable,,,,,,,,,,,,,,,,,,,,
84,"«д ќ«»«  «бенн?«  «бгЌбн… «бгё»б… ” яжд Ён ‘е— «?н«— гд «бЏ«г «бгё»б 2021° жбн”  Ён «?нбжб","нЋ д‘—  жя«б… «б«?д»«Ѕ «б—”гн… жЁ« ќ»—« «” дѕ Џбм »—нѕ «бя —ждн ’«ѕ— гд ѕ«н?—… «Џб«г ж“«—… «бЌяг «бгЌбн° жд‘— е ж”«н?б «?Џб«г гЌбн… жЏ—»н…° нЁнѕ »«?д «б’«бЌ «?Џбд Џд гжЏѕ «б«д ќ«»«  «бгё»б… Ён ‘е— «?нбжб Џ«г 2021° ж–бя Ён ябг… бе ќб«б ж—‘… Џгб Ќжб  Џѕнб«  ё«джд «б«д ќ«»«  «бгЌбн… Џёѕ  «бнжг Ён —«г «ббе. ж»«бЏжѕ… «?бм «б’ЁЌ… «б—”гн… бж“«—… «бЌяг «бгЌбн Џбм Ён”»жя Ёёѕ  »нд «?д «бж“н— ёѕ «?Џбд »«?де« ” ћ—н Ќ”» гжЏѕе« «бё«дждн° Ќнд  д ен ѕж—… «бенн?«  «бгЌбн… «бЌ«бн… Ён ‘е— «?н«— гд «бЏ«г «бгё»б",0,reliable,,,,,,,,,,,,,,,,,,,,
85,ж÷Џ ёЎ—«  «ббнгжд «б√ќ÷— Ён Џндня бд нЌжбе« ≈бм «б√ќ÷—,"«ббнгжд «б√ќ÷— б« нџн— бжд «бЏнд ≈бм «ббжд «б√ќ÷— «бг”ƒжб Џд  Ќѕнѕ бжд «бЏнд ен ћ“∆н«  «бгнб«днд «бгжћжѕ… Ён «бё“Ќн… (iris) ж«б н   яжд √Ћд«Ѕ дгж «б≈д”«д ѕ«ќб «б—Ќг° жЁёр« бЏж«гб ж—«Ћн…° жб« нжћѕ √н ѕбнб Џбгн Џбм √д ёЎ—«  «ббнгжд нгяде« √д  џн— гд бжд «бЏнд° √ж гд ћ“∆н«  «бгнб«днд.",0,reliable,,,,,,,,,,,,,,,,,,,,
86,«ббнгжд «б√ќ÷— б џнн— бжд «бЏнд жћЏбе« ћ–«»…,ж÷Џ ёЎ—«  гд «ббнгжд «б√ќ÷— Ён «бЏнд ”нћЏбе«   Ќжб ≈бм «ббжд «б√ќ÷—,1,unreliable,,,,,,,,,,,,,,,,,,,,
87,гедѕ”… ’—»н…  »дн гд Ўнд гд«“б ё«»б… бб дЁ”,дћЌ  гедѕ”… гЏг«—н… Ён ’—»н« » —жнћ «бгд«“б «бё«»б… бб дЁ” ЌнЋ  Џ гѕ Ён »д«∆е« Џбм «бЎнд ж«бЎж» »«” ќѕ«г  —»… √—÷ «бгд“б ж«” џ—ё  «бгедѕ”… Џ‘— ”дж«  ян  я”» Ћё… «бЏгб«Ѕ б»д«Ѕ гд«“б Џ’—н… ’ѕнё… ббЎ»нЏ….,1,unreliable,,,,,,,,,,,,,,,,,,,,
88,√яб ”гя «б жд… (”ян» ћ«я),√д √яб ”гя «б жд… (”ян» ћ«я) г÷— бб’Ќ… жнƒѕн ≈бм «б≈’«»… » ”гг «б“∆»ё яг« √д »е« г«ѕ… ”«г…  ÷— »«б’Ќ… жгж«ѕ Ќ«Ёў…  ѕг— «бя»ѕ ж«бябм,1,unreliable,,,,,,,,,,,,,,,,,,,,
89,√яб ”гя «б жд… ”ян» ћ«я б« н’н»я » ”гг ,”гя… «б жд… ”ян» ћ«я ¬гд… бб√яб Џдѕ  д«жбе« »гёѕ«— гЏнд жеж «бг√ќж– гд √”г«я ’џн—… (Canned light tuna) ж√‘е—е« ”гя… ”ян» ћ«я (Skipjack Tuna √г« ”гя… ”ян» ћ«я Ё хЏ »— «бќн«— «б√яЋ— √г«др« гд »нд √дж«Џ «б жд… дў—р« б«Ќ ж«∆е« Џбм 0.12 ћ“Ѕ гд «бгбнжд гд «б“∆»ё ЁёЎ,0,reliable,,,,,,,,,,,,,,,,,,,,
90,я‘Ё ”— Ён—ж” яж—жд« —жЌнр« жЎ«ёнр« ,Ён—ж” яж—жд« нќ бЁ Џд «бЁн—ж”«  «бЏ«ѕн… жеж ж»«Ѕ нѕЏм яжЁнѕ?? жЌ м е–е «ббЌў… б«нжћѕ Џб«ћ гќ’’ бг—÷ Ён—ж” яж—жд« Ќ”» гдўг… «б’Ќ… «бЏ«бгн… жяб «бЏб«ћ«  «б н «Џѕ  гд «ћбе г«“«б  ёнѕ «б«ќ »«— ,1,unreliable,,,,,,,,,,,,,,,,,,,,
91,яж—жд« бн” бё«Ќ« »нжбжћн« ж«ббё«Ќ«  бн” «гд… ,Ё«н—ж” ”«—” яжЁ -? «бг ”»» »ж»«Ѕ яж—жд« яжЁнѕ_?? Ён ћ«∆Ќ… яж—жд« бн” ”б«Ќ« »нжбжћн« ж«Ћ»  –бя »Џѕ дЁн «б«ѕЏ«Ѕ «бЅн ё«б «де  г «” Џг«б »—ж нд S «бќ«’ » Ё«н—ж” яж—жд«,1,unreliable,,,,,,,,,,,,,,,,,,,,
92,«бё»÷ Џбм «—е«»н н— ѕн “н «бд”«Ѕ нЌ«жб «бж’жб «бм Ќг’,"г Ќжб ћд”н «Џ хёб Ён «бЏ—«ё ”д… 2017 б« ≈—е«»н г ”бб Ён “н «бд”«Ѕ ≈бм гѕнд… Ќг’ «б”ж—н… ° б√д «б’ж—  Џжѕ ≈бм г Ќжб ћд”н «Џ хёб »«бЏ—«ё ”д… 2017 жб« нўе— Ёне« ≈—е«»н г дя— Ён “н «бд”«Ѕ »џ—÷ «бж’жб ≈бм гѕнд… Ќг’ «б”ж—н….",1,unreliable,,,,,,,,,,,,,,,,,,,,
